	Employer	JobID	KeywordCount	KeywordList	Location	Relocate	RemoteWork	Title	TitleDetails	TitleFeatures	dataScienceJob
1072	Wiget_Media	87428	5	['node.js', 'angularjs', 'css', 'frontend', 'javascript']	Stockholm, Sverige	yes	no	Front-End Developer		['development', 'front_end']	no
1073	Noom	87462	5	['java', 'c++', 'python', 'mongodb', 'spring']	New York, NY	yes	no	VP of Engineering		['engineer']	no
1074	Revinate	87468	5	['automation', 'management', 'scrum', 'manual testing', 'bdd']	San Francisco, CA	no	no	QA Manager		['manager']	no
1075	Forio	87475	4	['amazon web services', 'nagios', 'ansible', 'linux']	San Francisco, CA	no	no	System Admin		[]	no
1076	Verity_Studios	87479	4	['embedded', 'c', 'arm', 'c++']	Zurich, Switzerland	yes	no	UAV Embedded Engineer		['embedded', 'engineer']	no
1077	BIRDDOG_MEDIA	87484	5	['vb.net', '.net', 'html', 'css', 'javascript']	Chicago, IL	no	yes	.NET Senior Programmer/Developer		['development', 'programmer', 'senior']	no
1078	Matchcom	87486	5	['asp.net mvc 4', 'jquery mobile', 'c#', 'javascript', 'sass']	Dallas, TX	yes	no	Software Engineer	Mid Level or Senior	['engineer', 'software']	no
1079	Walmart_eCommerce	87488	2	['network', 'architecture']	San Bruno, CA	yes	no	Director Engineering	Networking	['director', 'engineer']	no
1080	ActiveCampaign	87497	5	['php', 'mysql', 'jquery', 'ember.js', 'javascript']	Chicago, IL	yes	yes	Full Stack Developer	PHP/MySQL	['development', 'full_stack', 'mysql', 'php']	no
1081	FLUENDO	87521	3	['c#', 'c', 'c++']	Barcelona, Spain	yes	yes	C# Knight		[]	no
1082	Webgears	87527	5	['sass', 'html5', 'gulp', 'twig', 'jquery']	Berlin, Deutschland	no	no	Frontend Developer	m/f in E-Commerce	['development', 'front_end']	no
1083	Netstream	87529	4	['css3', 'html5', 'javascript', 'angularjs']	Dbendorf, Schweiz	no	no	Web-Developer mit Schwerpunkt Javascript		['development', 'javascript', 'web']	no
1084		87538	3	['python', 'python 2.7', 'python 3.x']	Moscow, Russia	no	no	Python 		['python']	no
1085	Stylewhile	87541	4	['javascript', 'html5', 'css3', 'responsive design']	Finland	no	no	Passionate Web Developer		['development', 'web']	no
1086	BrightPay	87545	5	['.net', 'c#', 'asp.net mvc', 'javascript', 'html5']	Belfast, UK	no	no	Full Stack Web Developer	Come help us create the future of Payroll software	['development', 'full_stack', 'software', 'web']	no
1087	Suomen_Vahinkovakuutus_Oy	87550	5	['javascript', 'backbone.js', 'marionette', 'html5', 'css3']	Espoo, Finland	no	no	Full Stack Web Developer		['development', 'full_stack', 'web']	no
1088	stablekernel	87556	4	['android', 'java', 'rx java', 'rx android']	Atlanta, GA	no	no	Experienced Android Developer		['android', 'development']	no
1089	Kenzan_Media	87565	5	['amazon web services', 'jenkins', 'unix', 'linux', 'git']	Providence, RI	no	no	DevOps Engineer	Providence, RI	['development', 'engineer', 'operations']	no
1090	FIFA_TMS	87567	5	['c#', 'ravendb', 'visual studio', 'asp.net mvc', 'angularjs']	Zrich, Switzerland	no	no	C# Application Developer		['development']	no
1091	Transport_for_London	87570	5	['agile', 'scrum', 'tfs', '.net', 'c#']	London, UK	no	no	Agile Development Lead	Use your Agile expertise to help keep London moving	['development', 'lead']	no
1092	Transport_for_London	87572	4	['scrum', 'scrummaster', 'agile', 'c#']	London, UK	no	no	Scrum Master	Use your Scrum expertise to help keep London moving	[]	no
1093	IPO_Prmienservices	87587	3	['laravel', 'php', 'mysql']	Weingarten (Baden), Deutschland	no	no	PHP Web-Entwickler	m/w	['development', 'php', 'web']	no
1094	Modustri	87589	4	['objective c', 'core bluetooth', 'ios', 'uikit']	Grand Rapids, MI	no	no	iOS Developer		['development', 'ios']	no
1095	Planet_Payment	86960	5	['c', 'embedded', 'multithreading', 'network programming', 'payment processing']	Dublin, Ireland	no	no	Senior C Programmer	preferably POS terminals	['programmer', 'senior']	no
1096	Flex_Rental_Solutions	86977	5	['java', 'spring', 'architecture', 'html5', 'ext.js']	Harrisburg, PA	no	no	Senior Full Stack Lead Developer/Architect	Remote	['architect', 'development', 'full_stack', 'lead', 'senior']	no
1097	Figure_1	86986	2	['javascript', 'angularjs']	Toronto, ON, Canada	no	no	Senior JavaScript Web Developer		['development', 'javascript', 'senior', 'web']	no
1098	Crowdlinker	86988	5	['jquery', 'css', 'javascript', 'html5', 'angularjs']	Toronto, ON, Canada	no	no	Front-end web developer at online startup	Competitive salary + equity	['development', 'front_end', 'startup', 'web']	no
1099	EasyCompanies	87000	5	['php', 'laravel', 'composer', 'symfony2', 'jquery']	Sydney, Australia	no	no	Senior PHP Developer	Laravel/Symfony	['development', 'php', 'senior']	no
1100	WHIZZ	87013	5	['php', 'xml', 'html5', 'javascript', 'jquery']	Sydney, Australia	no	no	Senior PHP Developer		['development', 'php', 'senior']	no
1101	KOMMAD	87015	5	['javascript', 'jquery', 'html5', 'css', 'angularjs']	Ingolstadt, Deutschland	no	no	Webentwickler	m/w in Festanstellung	['development', 'web']	no
1102	CCV_Deutschland	87017	4	['mysql', 'oracle', 'db2', 'virtual machine']	Au, Deutschland	no	no	Fachinformatiker	m/w Systemintegration MS SQL, Oracle, DB2	['sql']	no
1103	Smoke_Mirrors	87037	4	['node.js', 'microservices', 'continuous deployment', 'unix']	London, UK	no	no	DevOp		[]	no
1104	Sitebiz	87068	5	['lamp', 'php', 'nodes js', 'git', 'linux']	Houston, TX	no	yes	Website Developer/PHP Developer		['development', 'php']	no
1105	Black_Lapel_Custom_Clothiers	87077	4	['html5', 'css', 'javascript', 'user interface']	New York, NY	no	no	UX/UI Developer		['development']	no
1106	Xero	87079	2	['objective c', 'ios']	San Francisco, CA	no	no	Senior iOS Developer		['development', 'ios', 'senior']	no
1107	ArcherVision_Media_Group	87084	4	['php', 'wordpress', 'javascript', 'cloud']	Dallas, TX	no	no	Sr. Software Engineer	PHP	['engineer', 'php', 'senior', 'software']	no
1108	Telular_Corporation	87095	4	['c', 'c++', 'asic', 'gpib']	Chicago, IL	no	no	Senior C/C++ Engineer		['engineer', 'senior']	no
1109	dmdrogerie_markt_GmbH_Co	87101	5	['rest', 'json', 'ios', 'android', 'java']	Karlsruhe, Deutschland	no	no	Softwareentwickler	w/m mobile Systeme	['development', 'software']	no
1110	LIFE_Residential	87107	4	['html', 'jquery', 'frontend', 'css']	London, UK	no	no	Front End Web Developer With Full Stack Knowledge		['development', 'front_end', 'full_stack', 'web']	no
1111	Travel_Republic	87110	5	['android', 'mobile', 'agile', 'json', 'rest']	Kingston upon Thames, UK	no	no	Android Developer	REST JSON Agile	['android', 'development']	no
1112	Travel_Republic	87112	3	['windows', 'iis', '.net']	Kingston upon Thames, UK	no	no	Windows Systems Administrator	eCommerce	['administrator']	no
1113	Kielikone_Oy	87123	5	['javascript', 'python', 'mongodb', 'html5', 'xml']	Finland	no	no	Web Application Developer		['development', 'web']	no
1114	Ticketscript	87129	5	['amazon web services', 'chef', 'bamboo', 'jira', 'vagrant']	Amsterdam, Netherlands	no	no	DevOps Engineer		['development', 'engineer', 'operations']	no
1115	Run_Consultants	87134	5	['agile', 'google app engine', 'java', 'angularjs', 'html5']	Atlanta, GA	no	yes	Google App Engine Front End Developer		['application', 'development', 'front_end']	no
1116	Twin_Technologies	87143	5	['dynamics crm', 'sonarqube', 'azure', 'sql server', 'c#']	Chicago, IL	no	yes	Dynamics CRM Architect		['architect']	no
1117	Boost_Media	87147	2	['c#', '.net']	San Francisco, CA	yes	no	C# .Net Engineer for Kick Ass Start-up!!		['engineer']	no
1118	BGL_Group_Bennetts	87150	5	['devops', 'powershell', 'chef', 'puppet', 'sysadmin']	Peterborough, UK	no	no	DevOps Engineer	Wintel	['development', 'engineer', 'operations']	no
1119	CineMassive	87158	4	['c#', 'tdd', 'agile', '.net']	Atlanta, GA	no	no	Junior Developer		['development', 'junior']	no
1120	Cognex_Corporation	87163	2	['c', 'c++']	Natick, MA	yes	no	Software Engineer	ID Algorithms	['engineer', 'software']	no
1121	Urban_Emu	87167	5	['ruby on rails', 'jquery', 'postgresql', 'braintree rails', 'restful authentication']	New York, NY	no	yes	Ruby on Rails Developer		['development', 'ruby']	no
1122	Ekhosoft	87174	5	['c#vb.net', 'javascript', 'asp.net', 'ajax', 'html5']	Brossard, QC, Canada	no	no	Programmeur Web		['web']	no
1123	athenahealth	87176	5	['linux', 'perl', 'python', 'javascript', 'web']	Watertown, MA	no	no	Senior Software Engineer		['engineer', 'senior', 'software']	no
1124	ILM_Professional_Services	86465	5	['aurelia', 'angularjs', 'javascript', '.net', 'java']	Minneapolis, MN	no	no	Technology Changes Fast...Keep Up with it at ILM!		['technology']	no
1125	eCargo	86467	5	['c#', 'sql server', 'tdd', 'javascript', 'asp.net web api']	Auckland, New Zealand	no	no	Intermediate C# /.NET developer		['development']	no
1126	Philosophie	86472	5	['ruby', 'javascript', 'ios', 'web', 'rails']	Los Angeles, CA	yes	no	Software Engineer	Help companies design and build better software.	['engineer', 'software']	no
1127	Nestoria	86481	3	['javascript', 'css', 'html']	London, UK	yes	no	Front-End Developer		['development', 'front_end']	no
1128	Leanovate	86483	5	['java', 'javascript', 'angularjs', 'mysql', 'playframework']	Berlin, Deutschland	no	no	Senior Software Fullstack Developer Java/JavaScript	w/m in Berlin	['development', 'full_stack', 'java', 'javascript', 'senior', 'software']	no
1129	Hill_Holliday	88151	5	['php', 'codeigniter', 'laravel', 'mysql', 'expressionengine']	Boston, MA	no	no	Senior Developer		['development', 'senior']	no
1130	EUROIMMUN	88153	4	['c', 'c++', 'can', 'embedded']	Lbeck, Deutschland	no	no	Softwareentwickler Embedded Systems C	C++	['development', 'embedded', 'software']	no
1131	Direct_Commerce	88155	5	['html', 'saas', 'java', 'xslt', 'javascript']	San Francisco, CA	no	no	Sales Engineer		['engineer']	no
1132	Neff_Associates	88166	5	['javascript', 'php', 'wordpress', 'responsive design', 'mysql']	Philadelphia, PA	no	no	Front-End Web Developer		['development', 'front_end', 'web']	no
1133	Unkefer_Associates	88168	5	['php', 'laravel', 'sql server', 'javascript', 'reactjs']	Glendale, AZ	no	no	Web Developer with PHP and JavaScript Framework Experience		['development', 'javascript', 'php', 'web']	no
1134	Innovative_Object_Solutions	88171	5	['java', 'javascript', 'jquery', 'css', 'spring']	Washington, DC	no	no	Senior Full-stack Java/JavaScript Developer		['development', 'full_stack', 'java', 'javascript', 'senior']	no
1135	Noom	88180	4	['python', 'asw', 'mysql', 'puppet']	New York, NY	yes	no	Site Reliability Engineer		['engineer']	no
1136	SugarCRM	88182	0	[]	Cupertino, CA	no	no	Front-End Developer		['development', 'front_end']	no
1137	Meyer_Sound	88191	5	['javafx', 'swing', 'java', 'python', 'javascript']	Berkeley, CA	no	no	Java Developer		['development', 'java']	no
1138	DualSpark	88195	5	['chef', 'python', 'ruby', 'linux', 'nosql']	Los Angeles, CA	no	no	AWS DevOps Engineers		['development', 'engineer', 'operations']	no
1139	Trueey_by_Mark_My_Words	88197	3	['ruby on rails', 'ios', 'objective c']	Los Angeles, CA	yes	no	Lead Developer		['development', 'lead']	no
1140	webqem	88214	5	['java', 'javascript', 'html', 'css', 'coldfusion']	Neutral Bay, Australia	no	no	Senior Developer/Architect		['architect', 'development', 'senior']	no
1141	InteliChart	88229	5	['asp.net', 'jquery', 'mvc', 'sql', 'c#']	Fort Mill, SC	no	yes	Senior Software Developer		['development', 'senior', 'software']	no
1142	The_Royal_Northern_College_of_Music	88236	0	[]	Manchester, UK	no	no	Web Developer		['development', 'web']	no
1143	Amazon	88238	2	['product', 'management']	Seattle, WA	yes	no	Product Manager		['manager', 'product']	no
1144	Huddle	88241	6	['asp.net', 'https', 'powershell', 'iis', 'windows', 'sysadmin']	London, UK	no	no	Senior DevOps Engineer -	on a primary C#.NET/SQLServer stack	['development', 'engineer', 'operations', 'senior']	no
1145	DealerOn	88247	5	['.net', 'vb', 'c#', 'mvc', 'webapi']	Rockville, MD	no	no	Software Engineer .NET Web Devleoper		['engineer', 'software', 'web']	no
1146	lettrs	88267	5	['html5', 'css3', 'javascript', 'photoshop', 'jquery']	Kings County, NY	no	no	Front-End Web Developer		['development', 'front_end', 'web']	no
1147	Xamarin	88269	6	['git', 'python', 'ruby', 'sql', 'networking', 'sysadmin']	San Francisco, CA	yes	no	Systems Engineer		['engineer']	no
1148	Amazon	88272	3	['linux', 'system', 'admin']	Seattle, WA	yes	no	Systems Engineer		['engineer']	no
1149	Walmart_eCommerce	88281	2	['outlook', 'excel']	Sunnyvale, CA	yes	no	Site Manager		['manager']	no
1150	PaperG	88283	4	['perl', 'bash', 'python', 'sysadmin']	Bellevue, WA	no	no	Sr. Software Engineer	Site Reliability for a Fast Growing Startup!	['engineer', 'senior', 'software', 'startup']	no
1151	SBB	88292	0	[]	Bern, Schweiz	no	no	Business Analyst/in	80 - 100%	['analyst']	no
1152	Amazon	88304	1	['management']	London, UK	yes	no	Head of category		['head']	no
1153	JUNIQE	88315	4	['javascript', 'html5', 'css3', 'responsive design']	Berlin, Germany	yes	no	Senior Frontend Developer		['development', 'front_end', 'senior']	no
1154	DaWanda	88320	5	['android', 'eclipse', 'adt', 'java', 'intellij idea']	Berlin, Deutschland	no	no	(Senior) Android Developer	m/f	['android', 'development']	no
1155	DaWanda	88322	4	['ios', 'objective c', 'cocoa touch', 'xcode']	Berlin, Deutschland	no	no	(Senior) iOS Developer	m/f	['development', 'ios']	no
1156	Fox_Networks_Group	88342	0	[]	Los Angeles, CA	no	no	Systems Architect		['architect']	no
1157	Gap	88364	5	['java', 'pair programming', 'agile', 'tdd', 'performance']	Columbus, OH	no	no	Software Engineer		['engineer', 'software']	no
1158	Memebox_Corporation	88397	1	['ios']	San Francisco, CA	no	no	App Developer	iOS	['application', 'development']	no
1159	Infoplus	88401	5	['angularjs', 'jquery', 'javascript', 'css', 'html5']	Saint Louis, MO	no	no	Senior Front End Developer	Have a passion for AngularJS, Great UX and SPEED	['development', 'front_end', 'senior']	no
1160	Codeable_ApS	85293	4	['wordpress', 'wordpress plugin', 'wordpress theming', 'php']	Copenhagen, Denmark	no	yes	Senior WordPress Developer		['development', 'senior']	no
1161	Livefront	22019	5	['objective c', 'mobile', 'ios', 'swift', 'iphone']	Minneapolis, MN	yes	no	iOS Developer		['development', 'ios']	no
1162	BigJump_Limited	18146	5	['asp.net mvc', 'c#', 'angularjs', 'asp.net web api', 'asp.net']	Bromsgrove, UK	no	no	Graduate ASP.NET MVC / C# Developer	want to use vNext?	['development']	no
1163	Potato	24866	5	['python', 'django', 'html', 'google app engine', 'javascript']	London, UK	no	no	Front End Web Developer		['development', 'front_end', 'web']	no
1164	Potato	30193	5	['django', 'python', 'jquery', 'css', 'javascript']	Bristol, UK	no	no	Front End Web Developer	Bristol	['development', 'front_end', 'web']	no
1165	Rustici_Software	13068	5	['c#', 'java', 'javascript', 'github', 'scorm']	Nashville, TN	no	no	Software Developer		['development', 'software']	no
1166	CineMassive	38319	5	['c#', 'wpf', 'tdd', 'solid principles', 'mvvm']	Atlanta, GA	yes	no	Software Engineer II	C#/TDD/AGILE	['engineer', 'software']	no
1167	EyeWire	37444	5	['javascript', 'html5', 'sql', 'webgl', 'node.js']	Boston, MA	no	no	Build a Game to Map the Brain: Full Stack Developer		['development', 'full_stack']	no
1168	Jane_Street	33989	4	['linux', 'formatting', 'ocaml', 'perl']	London, UK	no	no	Systems Group	Engineering, Administration, Development - London	['development', 'engineer']	no
1169	Jane_Street	33992	4	['ocaml', 'functional programming', 'haskell', 'scheme']	London, UK	no	no	Software Developer	Functional Programming - London	['development', 'software']	no
1170	Small_Planet_Digital	58647	4	['ios', 'android', 'objective c', 'cocos2d']	New York, NY	no	no	Senior iOS or Android Developer		['android', 'development', 'ios', 'senior']	no
1171	Spirae	60527	5	['visual studio 2010', 'sql server 2008', 'svn', 'c++', '.net']	Fort Collins, CO	no	no	Software Engineer		['engineer', 'software']	no
1172	Bonanzacom	57617	5	['ruby on rails', 'mysql', 'jquery', 'html', 'css']	Seattle, WA	no	no	Full-Stack Rails Developer for Online Marketplace		['development', 'full_stack', 'ruby']	no
1173	Potato	57826	5	['python', 'django', 'html', 'css', 'javascript']	London, UK	no	no	Django Developer		['development']	no
1174	Econify	61133	4	['ruby', 'ruby on rails', 'angularjs', 'javascript']	New York, NY	no	no	Senior ruby developer		['development', 'ruby', 'senior']	no
1175	MichiganLabs	61144	5	['ios', 'android', 'python', 'angularjs', 'javascript']	Grand Rapids, MI	no	no	Software Developer for Mobile Software Consultancy		['development', 'software']	no
1176	GaggleNet	45333	5	['css3', 'responsive design', 'uibinder', 'html5', 'javascript']	Bloomington, IL	no	yes	Front-End Developer	remote	['development', 'front_end']	no
1177	Netpioneer	41302	5	['java', 'scrum', 'c#', 'e commerce', 'unternehmensportale']	Karlsruhe, Deutschland	no	no	Technischer Projektleiter/ Systemarchitekt	m/w fr Karlsruhe oder Berlin	[]	no
1178	A_Different_Engine	43186	4	['javascript', 'agile project management', 'node.js', 'ruby on rails']	San Francisco, CA	yes	no	Senior Developer	JavaScript - Ruby on Rails	['development', 'javascript', 'ruby', 'senior']	no
1179	Razorfish	48183	4	['html5', 'css', 'javascript', 'responsive design']	Seattle, WA	no	no	Senior Web Developer		['development', 'senior', 'web']	no
1180	Kik_Interactive	55086	4	['ios sdk', 'mobile', 'android sdk', 'user interface']	Waterloo, ON, Canada	yes	no	Mobile Developer		['development']	no
1181	GoGo_Tech_Limited	52247	5	['ruby on rails', 'objective c', 'java', 'android', 'ios']	Hong Kong	no	no	Android / iOS Developer		['android', 'development', 'ios']	no
1182	Betsson_Group	56874	5	['c#', '.net', 'asp.net mvc', 'sql server', 'nservicebus']	Stockholm, Sweden	yes	no	Not just any .Net-Developer		['development']	no
1183	eLink_Design	54025	5	['lamp', 'jquery', 'javascript', 'php', 'laravel']	Lexington, KY	no	yes	PHP Web Programmers / Application Developers		['development', 'php', 'web']	no
1184	Project_A_Ventures	54128	4	['html5', 'css3', 'javascript', 'frontend']	Berlin, Deutschland	no	no	(Senior) Frontend Engineer	m/f wanted!	['engineer', 'front_end']	no
